lemma,mood,tense,person,value,status,note
escribir,conditional,condPerf,2p_vosotros,habríais escrito,Mismatch,Esperado: habríais escribido
escribir,conditional,condPerf,3p,habrían escrito,Mismatch,Esperado: habrían escribido
escribir,subjunctive,subjPerf,1s,haya escrito,Mismatch,Esperado: haya escribido
escribir,subjunctive,subjPerf,2s_tu,hayas escrito,Mismatch,Esperado: hayas escribido
escribir,subjunctive,subjPerf,2s_vos,hayas escrito,Mismatch,Esperado: hayas escribido
escribir,subjunctive,subjPerf,3s,haya escrito,Mismatch,Esperado: haya escribido
escribir,subjunctive,subjPerf,1p,hayamos escrito,Mismatch,Esperado: hayamos escribido
escribir,subjunctive,subjPerf,2p_vosotros,hayáis escrito,Mismatch,Esperado: hayáis escribido
escribir,subjunctive,subjPerf,3p,hayan escrito,Mismatch,Esperado: hayan escribido
escribir,subjunctive,subjPlusc,1s,hubiera escrito,Mismatch,"Esperado: ['hubiera escribido', 'hubiese escribido']"
escribir,subjunctive,subjPlusc,2s_tu,hubieras escrito,Mismatch,"Esperado: ['hubieras escribido', 'hubieses escribido']"
escribir,subjunctive,subjPlusc,2s_vos,hubieras escrito,Mismatch,"Esperado: ['hubieras escribido', 'hubieses escribido']"
escribir,subjunctive,subjPlusc,3s,hubiera escrito,Mismatch,"Esperado: ['hubiera escribido', 'hubiese escribido']"
escribir,subjunctive,subjPlusc,1p,hubiéramos escrito,Mismatch,"Esperado: ['hubiéramos escribido', 'hubiésemos escribido']"
escribir,subjunctive,subjPlusc,2p_vosotros,hubierais escrito,Mismatch,"Esperado: ['hubierais escribido', 'hubieseis escribido']"
escribir,subjunctive,subjPlusc,3p,hubieran escrito,Mismatch,"Esperado: ['hubieran escribido', 'hubiesen escribido']"
escribir,subjunctive,subjPres,2s_vos,escriba,Mismatch,Esperado: escribas
escribir,subjunctive,subjPres,3s,escribamos,Mismatch,Esperado: escriba
escribir,subjunctive,subjPres,1p,escribáis,Mismatch,Esperado: escribamos
escribir,subjunctive,subjImpf,1s,escribiera,Unknown-tense,No hay generador para este modo/tiempo
escribir,subjunctive,subjImpf,2s_tu,escribieras,Unknown-tense,No hay generador para este modo/tiempo
escribir,subjunctive,subjImpf,2s_vos,escribieras,Unknown-tense,No hay generador para este modo/tiempo
escribir,subjunctive,subjImpf,3s,escribiera,Unknown-tense,No hay generador para este modo/tiempo
escribir,subjunctive,subjImpf,1p,escribáramos,Unknown-tense,No hay generador para este modo/tiempo
escribir,subjunctive,subjImpf,2p_vosotros,escribierais,Unknown-tense,No hay generador para este modo/tiempo
escribir,subjunctive,subjImpf,3p,escribieran,Unknown-tense,No hay generador para este modo/tiempo
beber,subjunctive,subjImpf,1s,bebiera,Unknown-tense,No hay generador para este modo/tiempo
beber,subjunctive,subjImpf,2s_tu,bebieras,Unknown-tense,No hay generador para este modo/tiempo
beber,subjunctive,subjImpf,2s_vos,bebieras,Unknown-tense,No hay generador para este modo/tiempo
beber,subjunctive,subjImpf,3s,bebiera,Unknown-tense,No hay generador para este modo/tiempo
beber,subjunctive,subjImpf,1p,bebiéramos,Unknown-tense,No hay generador para este modo/tiempo
beber,subjunctive,subjImpf,2p_vosotros,bebierais,Unknown-tense,No hay generador para este modo/tiempo
beber,subjunctive,subjImpf,3p,bebieran,Unknown-tense,No hay generador para este modo/tiempo
vender,subjunctive,subjPres,2s_vos,venda,Mismatch,Esperado: vendas
vender,subjunctive,subjPres,3s,vendamos,Mismatch,Esperado: venda
vender,subjunctive,subjPres,1p,vendáis,Mismatch,Esperado: vendamos
vender,subjunctive,subjPres,2p_vosotros,vendan,Mismatch,Esperado: vendáis
vender,subjunctive,subjPres,3p,vend,Mismatch,Esperado: vendan
vender,imperative,impAff,3s,vendamos,Mismatch,Esperado: venda
vender,imperative,impAff,1p,vendáis,Mismatch,Esperado: vendamos
vender,imperative,impAff,3p,vend,Mismatch,Esperado: vendan
vender,imperative,impNeg,2s_vos,no venda,Mismatch,Esperado: no vendas
vender,imperative,impNeg,3s,no vendamos,Mismatch,Esperado: no venda
vender,imperative,impNeg,1p,no vendáis,Mismatch,Esperado: no vendamos
vender,imperative,impNeg,2p_vosotros,no vendan,Mismatch,Esperado: no vendáis
vender,imperative,impNeg,3p,no vend,Mismatch,Esperado: no vendan
vender,subjunctive,subjImpf,1s,vendara,Unknown-tense,No hay generador para este modo/tiempo
vender,subjunctive,subjImpf,2s_tu,vendaras,Unknown-tense,No hay generador para este modo/tiempo
vender,subjunctive,subjImpf,2s_vos,vendaras,Unknown-tense,No hay generador para este modo/tiempo
vender,subjunctive,subjImpf,3s,vendara,Unknown-tense,No hay generador para este modo/tiempo
vender,subjunctive,subjImpf,1p,vendáramos,Unknown-tense,No hay generador para este modo/tiempo
vender,subjunctive,subjImpf,2p_vosotros,vendarais,Unknown-tense,No hay generador para este modo/tiempo
vender,subjunctive,subjImpf,3p,vendaran,Unknown-tense,No hay generador para este modo/tiempo
oir,indicative,pres,1s,oigo,Mismatch,Esperado: oo
oir,indicative,pres,2s_tu,oyes,Mismatch,Esperado: oes
oir,indicative,pres,2s_vos,oís,Mismatch, | 'accepts' inválido para tu: oyes (esperado oes)
oir,indicative,pres,3s,oye,Mismatch,Esperado: oe
oir,indicative,pres,1p,oímos,Mismatch,Esperado: oimos
oir,indicative,pres,3p,oyen,Mismatch,Esperado: oen
oir,indicative,pretIndef,2s_tu,oíste,Mismatch,Esperado: oiste
oir,indicative,pretIndef,2s_vos,oíste,Mismatch,Esperado: oiste
oir,indicative,pretIndef,3s,oyó,Mismatch,Esperado: oió
oir,indicative,pretIndef,1p,oímos,Mismatch,Esperado: oimos
oir,indicative,pretIndef,2p_vosotros,oísteis,Mismatch,Esperado: oisteis
oir,indicative,pretIndef,3p,oyeron,Mismatch,Esperado: oieron
oir,imperative,impAff,2s_tu,oye,Mismatch,Esperado: oe
oir,imperative,impNeg,2s_tu,no oigas,Mismatch,Esperado: no oas
oir,imperative,impNeg,2s_vos,no oigas,Mismatch,Esperado: no oas
oir,subjunctive,subjPres,1s,oiga,Mismatch,Esperado: oa
oir,subjunctive,subjPres,2s_tu,oigas,Mismatch,Esperado: oas
oir,subjunctive,subjPres,2s_vos,oigas,Mismatch,Esperado: oas
oir,subjunctive,subjPres,3s,oiga,Mismatch,Esperado: oa
oir,subjunctive,subjPres,1p,oigamos,Mismatch,Esperado: oamos
oir,subjunctive,subjPres,2p_vosotros,oigáis,Mismatch,Esperado: oáis
oir,subjunctive,subjPres,3p,oigan,Mismatch,Esperado: oan
oir,subjunctive,subjImpf,1s,oyera,Unknown-tense,No hay generador para este modo/tiempo
oir,subjunctive,subjImpf,2s_tu,oyeras,Unknown-tense,No hay generador para este modo/tiempo
oir,subjunctive,subjImpf,2s_vos,oyeras,Unknown-tense,No hay generador para este modo/tiempo
oir,subjunctive,subjImpf,3s,oyera,Unknown-tense,No hay generador para este modo/tiempo
oir,subjunctive,subjImpf,1p,oyéramos,Unknown-tense,No hay generador para este modo/tiempo
oir,subjunctive,subjImpf,2p_vosotros,oyerais,Unknown-tense,No hay generador para este modo/tiempo
oir,subjunctive,subjImpf,3p,oyeran,Unknown-tense,No hay generador para este modo/tiempo
oir,indicative,pretPerf,1s,he oído,Mismatch,Esperado: he oido
oir,indicative,pretPerf,2s_tu,has oído,Mismatch,Esperado: has oido
oir,indicative,pretPerf,2s_vos,has oído,Mismatch,Esperado: has oido
oir,indicative,pretPerf,3s,ha oído,Mismatch,Esperado: ha oido
oir,indicative,pretPerf,1p,hemos oído,Mismatch,Esperado: hemos oido
oir,indicative,pretPerf,2p_vosotros,habéis oído,Mismatch,Esperado: habéis oido
oir,indicative,pretPerf,3p,han oído,Mismatch,Esperado: han oido
oir,subjunctive,subjPerf,1s,haya oído,Mismatch,Esperado: haya oido
oir,subjunctive,subjPerf,2s_tu,hayas oído,Mismatch,Esperado: hayas oido
oir,subjunctive,subjPerf,2s_vos,hayas oído,Mismatch,Esperado: hayas oido
oir,subjunctive,subjPerf,3s,haya oído,Mismatch,Esperado: haya oido
oir,subjunctive,subjPerf,1p,hayamos oído,Mismatch,Esperado: hayamos oido
oir,subjunctive,subjPerf,2p_vosotros,hayáis oído,Mismatch,Esperado: hayáis oido
oir,subjunctive,subjPerf,3p,hayan oído,Mismatch,Esperado: hayan oido
oir,nonfinite,part,,oído,Mismatch,Esperado: oido
oir,nonfinite,ger,,oyendo,Mismatch,Esperado: oiendo
caber,indicative,pres,1s,quepo,Mismatch,Esperado: cabo
caber,indicative,pretIndef,1s,cupe,Mismatch,Esperado: cabí
caber,indicative,pretIndef,2s_tu,cupiste,Mismatch,Esperado: cabiste
caber,indicative,pretIndef,2s_vos,cupiste,Mismatch,Esperado: cabiste
caber,indicative,pretIndef,3s,cupo,Mismatch,Esperado: cabió
caber,indicative,pretIndef,1p,cupimos,Mismatch,Esperado: cabimos
caber,indicative,pretIndef,2p_vosotros,cupisteis,Mismatch,Esperado: cabisteis
caber,indicative,pretIndef,3p,cupieron,Mismatch,Esperado: cabieron
caber,indicative,fut,1s,cabré,Mismatch,Esperado: caberé
caber,indicative,fut,2s_tu,cabrás,Mismatch,Esperado: caberás
caber,indicative,fut,2s_vos,cabrás,Mismatch,Esperado: caberás
caber,indicative,fut,3s,cabrá,Mismatch,Esperado: caberá
caber,indicative,fut,1p,cabremos,Mismatch,Esperado: caberemos
caber,indicative,fut,2p_vosotros,cabréis,Mismatch,Esperado: caberéis
caber,indicative,fut,3p,cabrán,Mismatch,Esperado: caberán
caber,imperative,impNeg,2s_tu,no quepas,Mismatch,Esperado: no cabas
caber,imperative,impNeg,2s_vos,no quepas,Mismatch,Esperado: no cabas
caber,subjunctive,subjPres,1s,quepa,Mismatch,Esperado: caba
caber,subjunctive,subjPres,2s_tu,quepas,Mismatch,Esperado: cabas
caber,subjunctive,subjPres,2s_vos,quepas,Mismatch,Esperado: cabas
caber,subjunctive,subjPres,3s,quepa,Mismatch,Esperado: caba
caber,subjunctive,subjPres,1p,quepamos,Mismatch,Esperado: cabamos
caber,subjunctive,subjPres,2p_vosotros,quepáis,Mismatch,Esperado: cabáis
caber,subjunctive,subjPres,3p,quepan,Mismatch,Esperado: caban
caber,subjunctive,subjImpf,1s,cupiera,Unknown-tense,No hay generador para este modo/tiempo
caber,subjunctive,subjImpf,2s_tu,cupieras,Unknown-tense,No hay generador para este modo/tiempo
caber,subjunctive,subjImpf,2s_vos,cupieras,Unknown-tense,No hay generador para este modo/tiempo
caber,subjunctive,subjImpf,3s,cupiera,Unknown-tense,No hay generador para este modo/tiempo
caber,subjunctive,subjImpf,1p,cupiéramos,Unknown-tense,No hay generador para este modo/tiempo
caber,subjunctive,subjImpf,2p_vosotros,cupierais,Unknown-tense,No hay generador para este modo/tiempo
caber,subjunctive,subjImpf,3p,cupieran,Unknown-tense,No hay generador para este modo/tiempo
caber,conditional,cond,1s,cabría,Mismatch,Esperado: cabería
caber,conditional,cond,2s_tu,cabrías,Mismatch,Esperado: caberías
caber,conditional,cond,2s_vos,cabrías,Mismatch,Esperado: caberías
caber,conditional,cond,3s,cabría,Mismatch,Esperado: cabería
caber,conditional,cond,1p,cabríamos,Mismatch,Esperado: caberíamos
caber,conditional,cond,2p_vosotros,cabríais,Mismatch,Esperado: caberíais
caber,conditional,cond,3p,cabrían,Mismatch,Esperado: caberían
caber,imperative,impAff,3s,quepa,Mismatch,Esperado: caba
caber,imperative,impAff,1p,quepamos,Mismatch,Esperado: cabamos
caber,imperative,impAff,3p,quepan,Mismatch,Esperado: caban
caber,imperative,impNeg,3s,no quepa,Mismatch,Esperado: no caba
caber,imperative,impNeg,1p,no quepamos,Mismatch,Esperado: no cabamos
caber,imperative,impNeg,2p_vosotros,no quepáis,Mismatch,Esperado: no cabáis
caber,imperative,impNeg,3p,no quepan,Mismatch,Esperado: no caban
aprender,subjunctive,subjPres,2s_vos,aprenda,Mismatch,Esperado: aprendas
aprender,subjunctive,subjPres,3s,aprendamos,Mismatch,Esperado: aprenda
aprender,subjunctive,subjPres,1p,aprendáis,Mismatch,Esperado: aprendamos
aprender,subjunctive,subjPres,2p_vosotros,aprendan,Mismatch,Esperado: aprendáis
aprender,subjunctive,subjPres,3p,aprend,Mismatch,Esperado: aprendan
aprender,imperative,impAff,3s,aprendamos,Mismatch,Esperado: aprenda
aprender,imperative,impAff,1p,aprendáis,Mismatch,Esperado: aprendamos
aprender,imperative,impAff,3p,aprend,Mismatch,Esperado: aprendan
aprender,imperative,impNeg,2s_vos,no aprenda,Mismatch,Esperado: no aprendas
aprender,imperative,impNeg,3s,no aprendamos,Mismatch,Esperado: no aprenda
aprender,imperative,impNeg,1p,no aprendáis,Mismatch,Esperado: no aprendamos
aprender,imperative,impNeg,2p_vosotros,no aprendan,Mismatch,Esperado: no aprendáis
aprender,imperative,impNeg,3p,no aprend,Mismatch,Esperado: no aprendan
aprender,subjunctive,subjImpf,1s,aprendiera,Unknown-tense,No hay generador para este modo/tiempo
aprender,subjunctive,subjImpf,2s_tu,aprendieras,Unknown-tense,No hay generador para este modo/tiempo
aprender,subjunctive,subjImpf,2s_vos,aprendieras,Unknown-tense,No hay generador para este modo/tiempo
aprender,subjunctive,subjImpf,3s,aprendiera,Unknown-tense,No hay generador para este modo/tiempo
aprender,subjunctive,subjImpf,1p,aprendáramos,Unknown-tense,No hay generador para este modo/tiempo
aprender,subjunctive,subjImpf,2p_vosotros,aprendierais,Unknown-tense,No hay generador para este modo/tiempo
aprender,subjunctive,subjImpf,3p,aprendieran,Unknown-tense,No hay generador para este modo/tiempo
comprender,subjunctive,subjPres,2s_vos,comprenda,Mismatch,Esperado: comprendas
comprender,subjunctive,subjPres,3s,comprendamos,Mismatch,Esperado: comprenda
comprender,subjunctive,subjPres,1p,comprendáis,Mismatch,Esperado: comprendamos
comprender,subjunctive,subjPres,2p_vosotros,comprendan,Mismatch,Esperado: comprendáis
comprender,subjunctive,subjPres,3p,comprend,Mismatch,Esperado: comprendan
comprender,imperative,impAff,3s,comprendamos,Mismatch,Esperado: comprenda
comprender,imperative,impAff,1p,comprendáis,Mismatch,Esperado: comprendamos
comprender,imperative,impAff,3p,comprend,Mismatch,Esperado: comprendan
comprender,imperative,impNeg,2s_vos,no comprenda,Mismatch,Esperado: no comprendas
comprender,imperative,impNeg,3s,no comprendamos,Mismatch,Esperado: no comprenda
comprender,imperative,impNeg,1p,no comprendáis,Mismatch,Esperado: no comprendamos
comprender,imperative,impNeg,2p_vosotros,no comprendan,Mismatch,Esperado: no comprendáis
comprender,imperative,impNeg,3p,no comprend,Mismatch,Esperado: no comprendan
comprender,subjunctive,subjImpf,1s,comprendiera,Unknown-tense,No hay generador para este modo/tiempo
comprender,subjunctive,subjImpf,2s_tu,comprendieras,Unknown-tense,No hay generador para este modo/tiempo
comprender,subjunctive,subjImpf,2s_vos,comprendieras,Unknown-tense,No hay generador para este modo/tiempo
comprender,subjunctive,subjImpf,3s,comprendiera,Unknown-tense,No hay generador para este modo/tiempo
comprender,subjunctive,subjImpf,1p,comprendáramos,Unknown-tense,No hay generador para este modo/tiempo
comprender,subjunctive,subjImpf,2p_vosotros,comprendierais,Unknown-tense,No hay generador para este modo/tiempo
comprender,subjunctive,subjImpf,3p,comprendieran,Unknown-tense,No hay generador para este modo/tiempo
responder,subjunctive,subjPres,2s_vos,responda,Mismatch,Esperado: respondas
responder,subjunctive,subjPres,3s,respondamos,Mismatch,Esperado: responda
responder,subjunctive,subjPres,1p,respondáis,Mismatch,Esperado: respondamos
responder,subjunctive,subjPres,2p_vosotros,respondan,Mismatch,Esperado: respondáis
responder,subjunctive,subjPres,3p,respond,Mismatch,Esperado: respondan
responder,imperative,impAff,3s,respondamos,Mismatch,Esperado: responda
responder,imperative,impAff,1p,respondáis,Mismatch,Esperado: respondamos
responder,imperative,impAff,3p,respond,Mismatch,Esperado: respondan
responder,imperative,impNeg,2s_vos,no responda,Mismatch,Esperado: no respondas
responder,imperative,impNeg,3s,no respondamos,Mismatch,Esperado: no responda
responder,imperative,impNeg,1p,no respondáis,Mismatch,Esperado: no respondamos
responder,imperative,impNeg,2p_vosotros,no respondan,Mismatch,Esperado: no respondáis
responder,imperative,impNeg,3p,no respond,Mismatch,Esperado: no respondan
responder,subjunctive,subjImpf,1s,respondara,Unknown-tense,No hay generador para este modo/tiempo
responder,subjunctive,subjImpf,2s_tu,respondaras,Unknown-tense,No hay generador para este modo/tiempo
responder,subjunctive,subjImpf,2s_vos,respondaras,Unknown-tense,No hay generador para este modo/tiempo
responder,subjunctive,subjImpf,3s,respondara,Unknown-tense,No hay generador para este modo/tiempo
responder,subjunctive,subjImpf,1p,respondáramos,Unknown-tense,No hay generador para este modo/tiempo
responder,subjunctive,subjImpf,2p_vosotros,respondarais,Unknown-tense,No hay generador para este modo/tiempo
responder,subjunctive,subjImpf,3p,respondaran,Unknown-tense,No hay generador para este modo/tiempo
correr,subjunctive,subjPres,2s_vos,corra,Mismatch,Esperado: corras
correr,subjunctive,subjPres,3s,corramos,Mismatch,Esperado: corra
correr,subjunctive,subjPres,1p,corráis,Mismatch,Esperado: corramos
correr,subjunctive,subjPres,2p_vosotros,corran,Mismatch,Esperado: corráis
correr,subjunctive,subjPres,3p,corr,Mismatch,Esperado: corran
correr,imperative,impAff,3s,corramos,Mismatch,Esperado: corra
correr,imperative,impAff,1p,corráis,Mismatch,Esperado: corramos
correr,imperative,impAff,3p,corr,Mismatch,Esperado: corran
correr,imperative,impNeg,2s_vos,no corra,Mismatch,Esperado: no corras
correr,imperative,impNeg,3s,no corramos,Mismatch,Esperado: no corra
correr,imperative,impNeg,1p,no corráis,Mismatch,Esperado: no corramos
correr,imperative,impNeg,2p_vosotros,no corran,Mismatch,Esperado: no corráis
correr,imperative,impNeg,3p,no corr,Mismatch,Esperado: no corran
correr,subjunctive,subjImpf,1s,corrara,Unknown-tense,No hay generador para este modo/tiempo
correr,subjunctive,subjImpf,2s_tu,corraras,Unknown-tense,No hay generador para este modo/tiempo
correr,subjunctive,subjImpf,2s_vos,corraras,Unknown-tense,No hay generador para este modo/tiempo
correr,subjunctive,subjImpf,3s,corrara,Unknown-tense,No hay generador para este modo/tiempo
correr,subjunctive,subjImpf,1p,corráramos,Unknown-tense,No hay generador para este modo/tiempo
correr,subjunctive,subjImpf,2p_vosotros,corrarais,Unknown-tense,No hay generador para este modo/tiempo
correr,subjunctive,subjImpf,3p,corraran,Unknown-tense,No hay generador para este modo/tiempo
leer,indicative,pretIndef,2s_tu,leíste,Mismatch,Esperado: leiste | 'accepts' inválido para vos: leíste (esperado leiste)
leer,indicative,pretIndef,3s,leyó,Mismatch,Esperado: leió
leer,indicative,pretIndef,1p,leímos,Mismatch,Esperado: leimos
leer,indicative,pretIndef,2p_vosotros,leísteis,Mismatch,Esperado: leisteis
leer,indicative,pretIndef,3p,leyeron,Mismatch,Esperado: leieron
leer,nonfinite,ger,,leyendo,Mismatch,Esperado: leiendo
leer,nonfinite,part,,leído,Mismatch,Esperado: leido
leer,subjunctive,subjImpf,1s,leyera,Unknown-tense,No hay generador para este modo/tiempo
leer,subjunctive,subjImpf,2s_tu,leyeras,Unknown-tense,No hay generador para este modo/tiempo
leer,subjunctive,subjImpf,2s_vos,leyeras,Unknown-tense,No hay generador para este modo/tiempo
leer,subjunctive,subjImpf,3s,leyera,Unknown-tense,No hay generador para este modo/tiempo
leer,subjunctive,subjImpf,1p,leyéramos,Unknown-tense,No hay generador para este modo/tiempo
leer,subjunctive,subjImpf,2p_vosotros,leyerais,Unknown-tense,No hay generador para este modo/tiempo
